batter_position,start_state,end_state,count
3,3,12,32
1,9,10,166
11,20,21,864
0,9,18,1
0,13,24,1
10,5,1,1
2,13,14,393
2,15,9,1
6,7,7,626
2,10,20,5126
9,15,11,534
5,9,8,1989
3,15,10,184
11,10,24,92
2,5,16,623
5,2,3,2072
6,3,0,152
10,4,0,28
3,18,17,4629
3,6,2,223
3,1,1,16
1,10,12,45
4,22,20,92
7,5,12,18
2,23,17,17
7,8,8,5381
7,22,17,865
4,6,4,30
7,6,7,660
2,13,19,275
5,20,16,363
8,11,20,54
4,8,16,151365
2,7,17,15
9,1,8,47
2,19,18,903
2,5,13,1351
6,13,12,106
8,3,6,541
11,9,8,445
9,8,16,129527
5,10,24,355
1,14,11,16
8,6,9,15
8,23,20,145
7,3,3,822
2,3,1,10
10,9,14,803
4,1,8,55
8,16,18,7328
6,4,16,27
8,14,19,97
2,6,18,14
3,12,14,3
5,20,21,2969
7,1,16,7551
9,22,20,78
7,6,11,25
10,1,3,4424
2,11,17,160
8,7,20,203
9,6,4,46
6,18,24,26705
1,22,22,2
10,19,24,8684
3,5,3,1019
3,17,20,618
2,1,12,164
6,2,8,66
1,4,9,6
11,20,16,64
6,7,11,285
8,8,12,1974
10,3,13,623
8,14,14,68
4,15,11,527
8,5,8,7
8,10,17,472
11,2,3,454
6,22,18,547
10,20,18,258
5,20,20,101
8,0,1,86158
8,11,16,25
0,15,24,2
6,5,4,52
8,9,24,8874
4,12,24,177
8,13,18,776
0,21,24,53
8,7,21,12
5,8,10,9160
8,2,4,179
9,22,21,294
2,10,13,1853
8,7,15,1196
8,19,19,2107
8,23,21,532
3,13,10,262
9,2,9,246
9,13,11,1894
3,15,26,4
2,13,9,7
3,23,27,13
4,22,16,145
10,2,2,324
7,10,12,345
10,7,6,70
3,21,26,14
1,5,12,3
2,15,14,376
1,8,8,447
2,7,8,6
1,6,7,86
1,22,17,313
10,14,24,42
2,11,22,1797
8,11,13,941
6,3,10,45
11,3,18,44
2,10,16,158
5,22,26,53
2,5,20,91
9,11,12,315
4,7,12,12
11,6,1,77
6,15,12,101
5,9,17,32642
2,21,19,1868
3,17,21,5143
7,9,10,1247
11,1,2,153
2,15,19,992
7,18,21,1322
0,19,18,2
10,14,9,216
10,7,16,1
11,21,16,89
10,11,15,1526
7,7,3,249
11,5,9,330
6,12,17,315
3,22,21,218
10,11,21,1032
11,15,16,4
9,15,26,4
9,23,27,9
8,3,20,1084
2,2,10,7324
8,4,5,468
5,16,16,3907
3,2,9,205
3,13,11,1953
8,0,8,213966
10,18,25,93
9,13,10,183
11,19,22,294
9,21,26,23
7,11,25,3
10,23,16,135
5,1,4,429
0,10,20,1
1,17,17,35
6,3,11,4355
10,7,13,142
11,14,17,11
11,6,8,3
8,9,9,26
4,12,9,2115
4,17,16,1018
6,19,25,278
11,15,13,230
2,4,2,149
3,11,12,221
10,5,17,9
4,18,22,36
10,6,14,545
5,15,15,1613
10,10,8,379
11,13,20,17
9,17,21,4135
5,15,21,1006
2,13,24,1970
1,6,5,104
2,9,18,5577
11,10,14,27
5,21,21,809
6,6,3,31
7,19,26,41
7,9,11,16483
6,17,18,1181
0,14,18,3
1,14,10,103
3,8,16,123116
7,1,6,2363
8,4,0,63
4,18,17,3882
5,5,14,190
6,4,6,1
5,6,17,1
5,14,8,132
2,3,8,7
4,6,2,162
9,12,14,3
7,18,20,409
10,3,6,201
1,18,16,78
5,11,18,136
2,22,23,3067
10,11,20,13
11,14,22,1395
3,6,4,34
7,23,23,1427
7,6,10,376
1,23,25,46
3,22,20,48
5,13,16,15
1,17,22,245
4,1,1,16
5,10,9,2424
0,20,24,20
11,13,15,606
5,15,20,25
10,15,18,14
8,6,24,1
9,5,3,968
9,17,20,756
11,13,21,1437
11,19,17,18
6,7,10,12
5,21,20,150
11,7,18,4
10,21,18,148
0,23,22,5
1,12,18,7
1,6,0,4
6,14,25,17
4,15,10,99
11,23,18,128
6,2,1,958
11,4,12,422
11,16,20,136
5,13,13,609
8,5,1,1
6,0,4,2313
2,16,24,101445
4,3,12,16
5,7,14,180
11,21,22,124
1,3,12,9
5,15,8,270
3,9,10,1438
10,7,22,38
9,19,26,29
9,9,11,16581
2,9,9,36
8,4,2,165
11,15,22,313
7,17,21,4243
5,6,13,30
10,20,24,4368
11,11,19,5483
8,13,24,1383
1,15,10,48
4,12,18,80
8,9,18,5604
4,6,0,43
10,23,22,100
10,17,25,26
6,3,4,101
10,4,4,5
11,19,16,274
10,12,10,212
4,23,25,84
5,7,19,28
4,17,22,1570
3,10,12,254
1,1,1,6
7,21,26,23
5,13,17,2629
5,19,21,1636
9,11,25,9
7,13,10,177
4,18,16,494
5,6,16,16
1,18,17,1248
7,15,26,3
1,6,2,37
7,23,27,10
11,11,14,371
6,21,25,90
2,3,20,1432
2,4,5,373
5,14,20,1082
8,2,10,7409
10,14,18,337
11,3,24,6
2,0,8,170181
9,7,3,266
11,5,18,10
6,5,10,270
5,23,19,701
10,11,8,333
4,14,10,430
6,15,25,45
9,18,21,1343
2,6,24,2
11,6,20,5
4,6,5,312
6,18,18,2357
11,13,8,92
10,10,20,2150
5,10,18,16110
1,18,22,4
10,15,9,1
10,5,16,227
6,12,13,1212
5,2,12,5059
7,5,3,918
7,17,20,777
11,7,9,13
1,17,16,183
10,13,14,173
1,12,9,645
2,5,1,4
5,13,22,236
8,16,24,107378
4,17,17,38
11,14,16,11
3,6,11,23
9,6,10,415
5,14,15,2950
9,23,23,1493
10,23,17,5
5,14,21,221
5,11,9,7
9,18,20,385
0,23,16,3
7,12,14,9
6,22,24,6291
3,1,16,8042
5,16,17,41457
2,4,0,57
5,19,20,357
10,5,13,586
10,19,18,316
8,3,8,8
0,14,9,1
6,12,16,2282
11,15,17,25
9,1,6,2406
8,22,23,2314
0,11,15,2
11,14,13,252
10,13,19,83
0,11,21,4
3,3,3,926
10,7,17,5
11,21,17,9
8,1,12,195
5,11,24,4335
10,5,6,96
2,8,12,716
5,3,14,2195
1,7,12,3
2,14,14,49
5,9,16,63
2,5,8,6
11,12,12,16
2,10,17,406
6,17,24,46552
6,7,4,36
6,20,25,36
10,2,0,181
4,5,12,17
11,23,24,4728
3,23,23,1457
4,6,7,413
4,22,17,897
7,6,4,38
6,14,12,77
2,6,9,16
4,8,8,3192
2,23,20,115
3,6,10,409
1,22,16,15
7,22,20,87
8,3,1,2
9,6,11,32
9,1,16,7748
5,9,13,3940
3,18,20,232
2,16,18,6109
2,14,19,98
0,20,18,1
3,1,6,2277
8,6,18,14
10,15,24,490
10,21,24,4086
11,1,0,254
11,7,24,1
1,12,24,95
8,11,17,100
9,3,3,929
2,7,20,366
7,8,16,128117
10,2,5,555
3,19,26,34
2,11,13,1191
8,11,22,1749
3,9,11,16361
9,9,10,1187
8,10,16,186
8,5,20,69
0,19,24,87
1,15,11,143
7,11,12,248
11,3,9,9
8,21,19,1798
11,20,17,673
4,4,9,27
4,22,22,5
8,15,19,827
2,0,1,61229
5,1,10,8377
2,11,16,23
3,11,25,6
11,9,20,36
10,22,25,9
9,10,12,339
11,1,5,625
2,9,24,11017
2,13,18,936
2,7,21,11
2,2,4,89
2,7,15,1416
8,10,13,2515
7,2,9,233
2,19,19,2274
7,13,11,1911
3,7,3,250
2,23,21,601
7,22,21,325
10,3,17,62
5,6,6,35
8,13,9,7
1,1,8,7
3,18,21,1031
6,5,11,192
8,15,14,411
4,14,11,68
8,7,8,2
8,15,25,45
8,5,10,314
9,9,20,246
6,2,10,7215
8,21,25,82
11,10,12,68
9,1,5,3353
2,12,17,364
10,0,0,3257
3,5,18,26
3,3,24,25
10,6,12,257
10,5,7,222
5,22,22,7
5,4,9,29
3,11,14,1112
8,3,4,137
7,6,1,264
3,15,22,556
4,1,10,12532
2,6,3,26
7,1,2,781
11,9,10,272
6,9,18,5771
3,21,22,376
6,13,24,1525
1,20,21,375
7,3,18,194
3,19,16,1114
6,4,2,165
2,19,25,298
4,6,6,35
10,3,2,87
10,8,9,15833
5,14,11,62
2,3,11,4895
10,22,19,7
1,10,24,123
7,5,24,2
3,11,19,11150
9,20,17,2701
9,3,9,54
6,22,23,2240
11,1,16,1690
4,9,16,48
8,12,16,2536
6,3,8,7
9,23,24,7900
2,4,6,1
4,3,14,2672
11,6,11,3
10,4,8,265
4,11,24,3716
1,9,17,11717
11,3,3,233
1,22,26,14
9,1,0,1940
9,7,24,8
3,21,17,24
7,9,8,2398
8,22,24,6660
3,14,13,539
2,17,18,1721
3,15,17,60
10,10,11,2356
5,6,7,624
5,22,17,905
9,12,12,134
5,8,8,4936
10,2,16,50
5,5,12,20
6,16,24,101170
2,0,4,1030
7,2,3,2102
2,2,1,1043
3,6,20,15
4,9,13,3483
8,12,13,1630
2,14,25,18
1,8,10,1897
3,14,16,53
2,7,10,16
3,7,9,23
8,18,18,2457
7,20,16,407
1,20,20,24
3,13,8,475
6,11,17,122
11,18,20,67
2,18,24,25335
1,21,21,253
1,15,15,592
6,6,18,15
11,6,10,137
5,6,5,337
3,23,24,7732
1,15,21,274
11,23,23,958
7,14,22,2595
4,2,12,6585
9,14,13,566
3,1,0,2189
3,7,24,2
9,21,17,18
2,4,16,36
10,21,23,710
4,10,18,14982
8,14,12,95
0,23,26,2
10,4,1,175
5,17,17,63
11,1,6,404
10,15,23,1045
4,13,22,250
6,3,1,7
9,15,17,56
10,10,10,628
4,14,21,230
3,12,12,96
8,20,25,36
1,1,4,34
10,13,25,22
4,14,15,2113
7,23,18,260
7,4,12,1625
2,22,18,453
4,16,17,39908
8,17,24,45674
7,16,20,1097
8,7,4,37
9,6,20,31
10,5,0,93
1,16,16,367
4,11,9,9
9,7,9,18
7,13,21,2885
7,19,17,22
9,14,16,58
4,19,20,370
7,13,15,1171
2,7,11,347
0,18,19,9
10,2,6,28
10,7,2,25
9,13,8,352
10,9,12,143
7,7,18,12
2,2,8,78
6,1,12,180
1,13,13,144
10,17,19,5486
6,7,8,4
6,15,14,384
4,7,14,164
8,5,11,171
4,15,8,144
4,6,13,39
3,1,5,3760
7,19,22,913
6,13,9,6
3,9,20,234
11,11,25,3
7,21,16,453
10,12,20,1510
5,6,0,81
5,12,18,80
1,21,20,35
9,5,18,31
11,18,21,338
6,10,13,2530
1,15,20,11
7,15,16,11
9,11,14,1140
1,10,9,732
7,5,9,1322
5,0,12,1
11,7,3,114
2,5,4,31
9,3,24,26
9,15,22,507
4,19,21,1414
4,13,17,2069
1,11,18,33
6,15,19,937
5,17,22,1502
1,13,16,4
7,13,20,56
5,23,25,76
4,7,19,29
2,15,12,85
11,9,11,4786
11,19,26,9
1,14,8,14
9,21,22,430
1,5,14,588
5,18,16,992
7,10,14,147
4,6,16,9
6,21,19,1849
7,14,17,47
7,6,8,17
6,10,16,165
10,5,5,138
4,14,20,1070
9,19,16,1099
6,5,20,74
3,3,9,66
9,11,19,10461
3,20,17,2926
5,14,10,456
2,3,10,48
0,19,23,16
5,7,25,2
4,23,19,681
7,15,13,370
6,11,22,1625
3,20,16,535
1,23,19,303
9,7,18,12
0,5,5,1
2,20,25,27
7,13,8,383
8,22,18,584
6,10,17,494
2,17,24,50465
9,13,15,1167
1,14,20,328
7,14,16,44
7,7,9,8
11,17,20,104
9,13,21,2947
9,19,17,39
11,5,3,249
2,7,4,24
10,19,23,1536
1,6,16,2
3,2,3,2309
9,16,20,1175
7,6,20,25
6,5,8,2
5,6,2,207
6,14,14,74
10,11,10,191
5,18,17,4062
4,5,14,196
4,14,8,99
8,7,11,296
6,8,12,1581
4,13,16,10
9,4,12,1636
5,1,1,16
1,7,19,4
9,23,18,273
8,2,8,63
4,11,18,125
1,19,21,722
1,13,17,459
0,12,20,1
7,15,17,54
10,7,5,57
4,15,20,26
8,18,24,27495
4,10,9,2207
6,7,20,254
7,21,17,9
5,15,10,147
3,9,8,2717
4,21,20,169
7,14,13,626
9,14,22,2606
10,12,8,106
6,14,19,101
0,17,19,14
8,4,16,19
1,6,13,17
6,16,18,6257
2,14,12,49
6,6,9,18
11,12,14,2
1,15,8,23
5,3,12,31
1,7,14,67
4,13,13,462
6,23,20,142
9,15,13,398
7,11,19,10319
3,5,24,7
10,3,7,952
7,19,16,1010
3,3,18,220
8,15,12,111
10,18,19,3201
1,19,20,79
9,14,17,41
9,6,8,17
3,1,2,1042
4,16,16,2164
1,11,9,6
9,10,14,158
7,21,22,404
1,16,17,12085
9,13,20,52
1,14,15,206
11,17,21,1059
4,1,4,550
3,6,1,304
1,14,21,135
8,3,10,50
7,15,22,491
6,11,13,780
1,13,22,622
5,12,9,2224
7,3,24,16
5,17,16,2031
9,5,9,1377
9,15,16,7
7,11,14,1118
0,21,23,6
2,5,11,185
10,23,26,25
5,18,22,20
1,10,18,7887
10,5,2,27
6,23,21,467
0,15,23,10
1,2,12,2673
7,5,18,26
9,21,16,473
4,15,21,998
11,21,26,9
9,19,22,991
6,7,21,22
4,15,15,1418
6,7,15,1172
6,19,19,2174
6,2,4,157
11,23,27,4
4,21,21,696
6,0,1,73508
6,11,16,29
6,13,18,869
11,13,10,55
6,9,24,9434
8,5,4,62
10,7,0,63
5,12,24,153
2,3,4,80
7,3,9,37
9,5,24,2
7,20,17,2785
11,11,12,73
3,15,13,462
8,6,3,41
4,20,20,147
3,14,17,56
3,6,8,28
9,3,18,186
4,8,10,9998
1,9,13,667
8,19,25,286
3,10,14,118
9,1,2,863
9,6,1,228
8,3,11,4873
6,9,9,17
3,13,20,70
5,22,16,180
10,1,9,9264
2,15,25,53
3,15,16,15
2,5,10,388
3,5,9,1325
11,22,21,131
3,21,16,532
6,4,5,391
2,21,25,82
6,3,20,1051
0,10,11,1
4,22,26,50
6,0,8,193168
10,3,5,227
7,1,5,3308
1,11,24,1127
4,9,17,29352
8,12,17,327
1,9,16,12
3,19,22,872
7,9,20,258
5,7,12,14
1,3,14,2189
11,2,9,47
11,13,11,754
6,5,1,2
3,7,18,9
4,10,24,384
0,8,9,2
8,0,4,3345
9,20,16,469
8,2,1,931
3,13,21,3087
3,19,17,47
10,7,7,246
5,1,8,38
2,12,13,1599
1,6,6,6
3,13,15,1360
8,14,25,20
10,0,2,4367
10,11,11,629
4,20,21,2475
8,7,10,18
3,16,20,746
2,18,18,1965
9,2,3,2164
6,6,24,1
7,12,12,126
1,1,10,13725
3,23,18,337
3,4,12,1633
2,12,16,2360
5,15,11,619
8,4,6,1
9,9,8,2647
11,8,16,32953
10,13,12,24
7,1,0,1858
7,7,24,5
11,22,20,26
10,3,0,177
7,23,24,7721
6,4,0,47
2,22,24,5869
11,6,4,7
3,14,22,2562
8,17,18,1235
7,14,14,61
7,5,8,10
10,6,5,143
7,8,12,1494
6,6,20,11
1,10,8,58
3,16,24,106812
11,18,18,508
6,13,8,129
5,10,10,1818
4,13,14,418
5,15,23,2934
1,7,13,77
5,4,1,677
9,1,12,194
10,17,17,26
11,12,13,670
4,10,20,5987
5,21,23,1642
6,7,9,17
1,6,14,838
1,5,17,18
4,5,16,425
7,10,17,434
0,17,16,1
6,14,16,45
5,5,0,144
7,14,19,93
9,6,18,12
7,16,18,7555
1,18,25,46
3,3,8,16
2,22,20,37
1,23,16,37
5,13,25,55
7,23,20,130
9,11,17,150
8,3,3,725
2,6,4,17
7,6,9,16
11,22,24,2517
3,22,23,2899
4,23,17,10
2,8,16,126201
1,7,16,1
5,9,12,579
7,7,20,284
11,12,16,716
4,13,19,313
5,2,6,99
5,7,2,50
6,15,17,44
8,6,11,21
4,7,17,1
9,3,1,11
1,14,9,217
8,1,16,6744
1,11,21,489
4,19,18,709
4,5,13,1083
6,14,13,713
1,11,15,1100
6,21,17,11
6,21,22,338
3,13,24,2012
3,9,18,5962
9,21,19,1898
4,7,22,109
6,15,22,430
5,17,19,14726
7,11,13,1218
9,15,19,973
6,11,19,9071
4,23,22,360
4,17,25,57
9,11,22,1887
4,4,4,44
1,15,18,23
8,9,10,937
4,12,10,541
9,10,16,180
4,20,24,10496
11,3,4,20
1,21,18,110
9,5,20,85
3,4,2,192
6,19,16,434
2,11,12,173
5,12,20,4267
10,6,0,40
10,12,18,13
7,2,4,162
10,18,16,426
1,3,6,75
2,2,9,279
2,13,11,1808
7,19,19,2189
7,7,15,1285
3,2,10,7391
9,13,9,5
7,7,21,20
0,18,17,9
7,9,24,9931
10,23,25,18
7,13,18,854
10,17,22,553
1,11,20,16
9,15,14,435
9,7,8,3
7,11,16,29
7,0,1,75926
6,11,14,941
11,21,25,23
4,11,8,372
10,14,10,156
6,3,24,26
8,10,12,450
6,5,18,23
11,5,10,83
11,15,25,31
4,14,18,900
2,22,21,245
9,10,13,2172
3,7,1,1
5,5,5,290
7,23,21,580
2,17,21,3945
3,21,19,1747
9,13,24,1679
9,9,18,5793
7,9,9,24
3,15,19,953
4,2,5,2462
8,19,26,29
3,11,22,2147
8,9,11,16006
10,4,9,5
6,3,9,24
1,19,24,17614
10,22,22,3
5,5,7,530
6,20,17,2600
0,15,11,1
5,6,12,526
1,3,13,198
3,5,20,78
9,4,2,195
5,0,0,7400
3,10,16,189
3,13,9,10
2,15,26,3
2,23,27,12
9,2,10,8102
6,9,20,176
6,1,5,3073
8,7,3,221
2,13,10,228
3,15,14,433
3,7,8,3
2,21,26,13
4,22,25,75
8,18,21,1607
1,1,3,2516
8,11,25,6
5,22,19,3
10,14,11,23
5,3,2,217
5,8,9,50737
3,10,13,1906
4,3,17,165
7,0,8,190047
1,3,16,2
11,5,11,56
7,4,5,482
7,3,20,1364
1,9,14,265
5,4,8,810
4,5,6,201
9,16,24,108400
7,6,24,1
6,12,12,103
3,1,12,200
11,17,24,15485
7,5,1,2
5,10,11,5566
2,5,3,896
11,7,4,23
4,2,0,212
2,17,20,435
1,14,24,65
11,20,25,7
6,23,24,8432
7,4,0,101
2,12,14,2
9,3,8,17
11,14,12,21
3,6,18,11
8,1,6,2446
9,22,23,2564
10,5,12,6
10,6,7,249
10,22,17,317
10,8,8,2113
5,2,16,156
3,11,17,176
1,7,6,31
1,2,2,112
4,21,24,9616
3,3,1,8
8,6,10,329
8,23,23,1465
1,20,18,159
6,1,0,831
6,7,24,2
4,15,24,1286
8,18,20,491
8,15,26,4
8,23,27,8
9,3,20,1479
9,4,5,440
9,0,8,179274
7,7,1,3
2,7,3,237
3,23,21,637
11,5,4,9
1,15,24,826
8,13,10,129
4,20,18,667
8,21,26,13
1,21,24,6613
10,12,24,37
2,18,21,909
3,9,24,10840
5,1,9,27165
10,22,16,89
3,13,18,1031
4,2,2,904
4,7,6,142
2,11,25,8
3,0,1,67485
3,11,16,20
3,2,4,122
0,22,17,3
3,7,15,1325
3,19,19,2286
7,2,10,7718
3,7,21,14
5,3,5,496
8,17,21,3369
7,4,2,206
11,3,10,9
6,3,18,159
6,5,24,2
4,4,10,5
1,2,0,10
4,14,24,167
6,6,1,174
2,19,26,31
3,11,13,1598
11,15,12,54
2,9,11,13758
9,9,9,31
7,13,24,1727
10,7,12,5
7,9,18,5529
6,1,2,776
1,5,6,35
6,9,8,946
8,12,14,7
4,9,14,2297
10,1,8,8
5,7,7,703
1,3,17,71
2,1,6,1828
3,7,20,311
11,4,16,5
1,22,25,20
4,1,3,14587
3,23,20,101
2,6,10,370
2,23,23,1365
3,6,9,21
7,22,23,2465
3,14,19,76
2,18,20,180
3,16,18,7586
5,11,11,1851
7,3,8,9
5,0,2,13189
11,18,24,8184
9,4,0,84
5,13,12,147
4,3,13,1239
3,10,17,367
11,2,8,9
0,22,22,1
10,15,11,194
4,19,24,23264
9,5,1,4
6,20,16,189
11,7,11,185
7,16,24,107031
8,5,3,873
8,17,20,789
1,2,5,632
3,14,14,46
3,5,8,8
3,8,12,958
6,2,3,1851
11,22,18,162
5,3,0,369
5,19,23,4666
0,14,10,1
11,17,18,393
1,14,18,201
8,22,20,122
7,3,1,5
2,3,3,706
9,7,20,304
8,6,4,59
1,11,8,36
8,8,16,134488
4,11,20,49
0,18,16,1
9,6,9,22
9,23,20,148
7,11,17,147
2,6,11,24
10,1,1,4
0,23,25,1
2,1,16,8204
5,11,10,518
10,18,17,1559
3,4,0,100
0,17,22,4
10,6,2,57
6,14,22,2632
7,6,18,10
9,16,18,7770
4,3,6,490
9,14,19,58
4,21,18,277
9,10,17,447
6,13,15,731
10,15,10,63
1,20,24,5289
6,13,21,2242
6,19,17,15
11,7,10,10
6,7,18,13
1,4,4,7
1,12,10,101
7,1,12,159
4,15,18,57
11,14,25,8
1,23,22,89
5,7,5,132
3,5,1,4
1,17,25,15
6,23,18,241
11,2,1,223
6,4,12,1608
1,7,22,91
10,3,12,13
6,16,20,1018
9,8,12,1565
11,0,4,301
5,12,8,240
9,14,14,53
9,5,8,9
9,23,21,611
4,11,15,3809
8,13,11,1699
8,2,9,267
7,10,13,2094
3,0,8,174031
1,5,13,818
1,19,18,364
3,4,5,460
6,21,16,196
4,11,21,2827
3,3,20,1653
5,18,19,7818
5,3,7,2585
6,5,9,1022
11,12,17,62
4,14,9,534
1,7,17,2
4,7,16,1
1,13,19,257
6,15,16,9
7,15,14,413
9,0,1,69379
7,7,8,2
9,11,16,26
1,23,17,11
2,10,12,174
4,23,16,169
9,9,24,10156
9,13,18,884
7,13,9,4
6,19,22,964
9,7,21,19
9,2,4,165
8,22,21,409
9,7,15,1304
9,19,19,2244
4,18,25,272
1,5,16,141
11,3,11,1937
7,5,20,97
1,10,20,2432
6,14,17,63
5,5,2,87
6,6,8,10
5,23,26,97
7,10,16,208
4,5,17,30
4,6,14,1205
1,15,9,1
10,18,22,3
4,7,13,360
11,19,25,87
6,15,13,272
7,11,22,1789
10,12,9,769
10,17,16,971
1,13,14,64
3,9,9,29
5,7,0,119
7,15,19,885
6,13,20,31
9,11,13,1193
2,9,10,1166
6,10,14,182
4,10,8,411
7,21,19,1870
11,6,3,6
8,11,12,296
4,18,19,6619
9,19,25,239
5,11,21,2802
5,11,15,4088
8,1,2,714
3,3,10,62
1,9,12,73
9,3,11,5635
8,6,1,196
5,14,9,592
2,20,17,2379
0,19,20,3
7,3,4,148
4,3,7,2433
1,7,2,15
2,3,9,44
1,2,6,15
0,16,17,18
10,1,4,89
1,13,25,24
5,23,16,323
8,5,24,4
9,6,3,28
6,17,21,3147
5,18,25,227
10,16,16,1728
1,5,0,8
0,14,15,2
8,3,18,134
3,15,12,93
11,11,13,473
5,5,17,38
4,23,26,98
5,6,14,1324
9,12,17,294
1,21,23,367
4,5,2,50
7,21,25,88
1,15,23,2045
1,10,10,377
3,5,4,52
11,23,21,286
7,5,10,371
7,15,25,46
1,4,1,185
0,10,18,6
5,7,13,423
6,21,26,16
10,21,21,330
11,7,21,7
11,7,15,857
4,7,0,53
11,19,19,918
11,2,4,20
10,15,21,342
2,9,20,188
6,23,27,19
11,0,1,16132
11,11,16,8
6,15,26,2
11,13,18,343
6,13,10,118
5,10,8,794
10,15,15,602
11,9,24,2712
2,1,5,3077
9,14,25,22
3,7,11,372
7,12,13,1979
9,7,10,20
4,19,23,4286
1,5,5,74
0,23,19,8
8,2,3,1997
3,2,8,79
11,10,17,102
6,17,20,727
0,14,20,2
6,5,3,861
10,13,16,5
3,22,18,489
11,5,8,1
2,12,12,65
11,14,14,20
10,11,18,48
5,11,20,69
11,8,12,211
9,0,4,2205
8,20,16,303
5,3,6,569
9,2,1,1156
0,19,21,6
0,13,17,4
7,18,18,2552
4,11,10,321
10,5,14,78
10,14,8,70
2,1,0,1304
2,7,24,5
3,4,16,14
1,12,20,2350
7,12,16,2931
10,21,20,31
5,21,18,342
11,7,20,133
9,17,18,1633
4,7,5,101
10,15,20,11
5,15,18,53
10,10,9,893
1,17,19,4964
3,18,24,28677
11,14,19,18
10,13,13,306
11,16,18,1143
7,22,24,6114
11,6,9,8
6,12,14,6
2,23,24,8842
8,9,8,1896
4,12,8,129
11,23,20,59
0,15,8,2
11,5,1,1
8,16,20,1430
2,7,9,9
1,8,9,14709
7,7,4,44
4,7,7,597
1,3,2,26
5,9,14,2386
2,14,16,58
3,7,10,25
3,14,25,33
7,17,24,50159
9,7,11,326
5,3,16,5
8,4,12,1532
2,13,8,239
8,23,18,222
7,20,25,35
1,22,19,2
9,2,8,71
10,10,24,105
3,0,4,1522
8,7,18,12
5,1,3,13305
9,22,18,505
11,6,24,1
4,0,2,14002
8,13,15,1000
4,11,11,1534
10,20,21,1277
3,2,1,1268
8,19,17,28
8,13,21,2480
2,6,20,21
0,1,10,1
2,14,13,589
1,0,0,614
8,14,22,2569
5,3,13,1560
2,21,17,18
4,13,12,100
9,4,16,23
6,8,16,144682
1,6,12,95
3,17,18,2020
1,5,7,121
2,15,17,53
5,19,24,25315
6,22,20,83
11,4,0,17
9,18,24,27048
7,14,12,87
6,6,4,30
4,3,0,158
3,4,6,1
8,10,14,187
3,19,25,246
6,11,12,267
2,19,16,791
10,8,10,2821
8,13,20,53
2,11,19,10577
3,3,11,5605
5,20,18,765
9,3,10,68
10,20,20,24
1,2,16,60
8,15,13,311
3,6,3,27
2,15,22,547
5,2,2,944
0,9,13,1
5,7,6,189
4,1,9,27514
9,15,12,86
2,21,22,326
11,9,9,6
8,6,8,21
8,14,17,61
8,19,22,1039
2,5,18,27
10,22,26,15
3,12,17,285
4,3,5,401
6,22,21,389
11,4,5,145
7,5,11,184
11,3,20,365
2,11,14,950
5,14,24,115
5,4,10,7
9,5,4,43
11,0,8,45451
1,10,11,726
2,3,24,40
8,5,9,1182
0,3,14,1
8,15,16,9
0,11,24,1
6,2,9,384
6,13,11,1810
10,9,17,11716
1,4,8,150
8,21,16,347
3,22,24,5481
10,9,16,17
2,14,22,2572
8,14,13,615
6,1,16,7902
10,3,14,567
11,22,23,968
8,21,17,13
5,5,6,232
4,4,8,1006
10,11,24,1493
9,14,12,68
11,3,8,5
0,9,17,5
7,18,24,28047
6,6,11,20
8,15,17,47
6,3,3,594
5,2,0,368
4,10,11,4505
1,3,5,73
7,4,16,20
3,12,16,3100
8,7,9,7
2,16,20,560
3,18,18,2516
8,14,16,43
10,9,13,1538
11,16,24,23578
7,22,18,493
2,4,12,1496
2,23,18,306
1,1,9,9677
8,13,8,226
4,2,16,174
7,2,8,76
9,20,25,38
2,7,18,17
5,21,24,11189
7,7,11,320
9,17,24,50206
2,13,15,973
3,12,13,2338
2,13,21,2739
2,19,17,37
5,15,24,1512
9,7,4,33
8,6,20,13
8,5,18,16
2,19,22,870
1,3,0,9
11,2,10,1856
8,11,14,1013
5,2,5,1854
8,3,24,18
6,10,12,297
4,6,12,473
2,5,9,955
7,5,4,39
4,5,7,398
2,15,16,9
3,5,10,401
3,15,25,54
9,5,11,162
1,13,12,14
4,0,0,4611
3,21,25,96
2,21,16,309
2,10,14,115
1,0,2,2594
8,19,16,750
7,15,12,101
1,11,11,339
2,13,20,44
5,22,25,67
8,11,19,9376
0,20,21,1
6,9,10,780
11,9,18,1646
11,13,24,670
10,1,10,1817
7,3,10,60
8,15,22,453
2,15,13,422
11,4,2,35
4,22,19,9
3,3,4,114
10,6,6,15
8,21,22,416
5,3,17,179
4,8,9,59763
1,7,7,202
4,3,2,117
2,14,17,60
2,6,8,19
10,6,13,20
11,7,8,1
11,15,14,245
1,12,8,13
4,17,19,13965
11,13,9,2
10,7,14,72
6,11,25,3
10,15,8,149
5,7,22,120
9,15,25,46
3,5,11,186
5,12,10,597
5,4,4,32
9,5,10,368
6,18,21,1554
5,17,25,74
1,7,5,46
11,10,13,619
5,23,22,395
4,12,20,3793
8,9,20,192
9,21,25,111
7,12,17,316
6,7,3,228
0,10,9,1
8,1,5,3001
5,20,24,11341
1,11,10,105
11,15,19,603
10,6,16,6
2,1,2,866
6,9,11,14280
7,6,3,33
6,19,26,40
10,19,21,658
10,13,17,991
2,6,1,222
8,20,17,2623
11,21,19,666
0,5,14,1
8,3,9,35
10,7,19,7
9,3,4,168
